userId,reviewDate,userReview,movieId
84891728,28 December 2018,"[<div class=""text show-more__control clickable"">Despite the hype I see in the comments (""Mind Blown!"", etc, etc) and the clever attempt by Brooker to make a multi-pathed story, the end result barely hangs together as a credible plot.<br/><br/>While it is fun to ""control"" the main character, the novelty soon wears thin and you come to realise you, the viewer/controller, just have the illusion of choice over what the character does when in actual fact you don't.<br/><br/>I suppose that is the point of the film, but it is hardly earth-shattering nor ground-breaking.<br/><br/>I'm giving this 5 stars for at least making a good attempt at a multi-path interactive film. However, as many who are raving about it now will see in time, it really falls far short of a good film. Novelty value can never replace a good story and a good story is something you will not find here.</div>]",9495224
56230312,29 December 2018,"[<div class=""text show-more__control clickable"">Stefan, the main character, is shallow lacking any significant qualities other than being a shy computer nerd.
The surrounding characters are equally as shallow. They are uninteresting and static. I suppose this is all in service of the obvious gimmick at play here - it's hard to create an in depth story when it's essentially a stripped down adventure game.
From the first ten minutes, before the decisions became significant at all, it was incredibly clear what the eventual outcome of the plot would be. Black Mirror is often intentionally on the nose to prove a point, but usually it manages to pull it off with a strong narrative and interesting characters. This has neither, and as a result the message behind the scenes feels clunky and mismanaged. This episode shows it's hand right out of the gate, self referencing everything fans of Black Mirror will recognize. It does so with the subtlety of a wrecking ball through a home.
The constant stops and resets of the plot drained any interest I had in the possibility of discovering multiple story paths. Just when I was starting to get engaged in the story everything would grind to a halt and remind me that I'm watching an interactive video and not a world I can fully immerse myself in.
As a result, the film feels entirely disjointed, like a rough edit where the editor somehow forgot significant scenes that tie the narrative together.<br/><br/>The narrative remains unsatisfying by never quite landing on its feet, while the interactive portion becomes tedious after the second or third course correction.</div>]",9495224
2403979,5 January 2019,"[<div class=""text show-more__control"">It's very clever and very dark (but then Black Mirror always is). I do agree it's a bit prententious in places. Having now watched all of the 5 endings, and not without some exasperation, and yes repetition, the penny dropped that Bandersnatch is all about choices and the choices you think are under your control. The outcome is pretty bad no matter how you choose because the ultimate destiny is not in your hands. Choices in life are not always good versus bad. It asks more questions than it answers and while that might not be satisfactory to some, that's the whole point.</div>]",9495224
44621967,7 January 2019,"[<div class=""text show-more__control"">I wanted to quit watching so many times but stuck it out hoping the ending would be be worth it. It was so boring and the story was pointless. Wasted time I won't get back.</div>]",9495224
97053095,29 December 2018,"[<div class=""text show-more__control"">Have never written a review on here, but I felt I had no option after the absolute disappointment I felt after watching this mind-numbing, boring attempt at doing something different. My partner, who does not understand why I did not like it, keeps pointing out that something cannot be boring if you don't know what is going to happen. That is true, however, in this programme everything you chose led to a more uninteresting storyline and after every 20 mins made you re-pick the ""right"" answer, actually giving you no choice at all really. Which then meant you had to rewatch the same boring storyline over and over. And yes... I do know they point out that really we have no choice at all in life and that we think we do, blah blah blah... but did it have to be so boring. It got to a point where I actually wanted it to end, not that far in the story. The only reason I continued to play along was that I felt I had the right to know what the ending was after I had watched and played along for a certain period.
It was all just a very dull attempt to do something different. Could of been a lot better. Perhaps they should of ""tried again"" with this one.</div>]",9495224
83306436,28 December 2018,"[<div class=""text show-more__control"">Choices are pointless if you are forced to redo them when they ""wrong"". Characters are dull and lifeless, really nothing of note here..</div>]",9495224
85259380,29 December 2018,"[<div class=""text show-more__control"">I'm a huge fan of all 4 seasons of black mirror but this interactive ""Movie"" thing imo wasn't entertaining. It became redundant and confusing. It just didn't have the classic weird unexpected and at times frightening character of the Black Mirror season shorts. Some may like to be involved me prefer the screen writers entertain me with their story lines.</div>]",9495224
57590728,4 January 2019,"[<div class=""text show-more__control clickable"">As I write this I'm hugely torn, Bandersnatch is a wildly unique experience yet is a mixed bag of genius and unrivaled stupidity.<br/><br/>A Netflix original interactive movie Bandersnatch tells the tale of a video game programmer and his gradual mental deterioration.<br/><br/>First of all let me say I adore interactive movies when they're in video game form, from the Tell Tale epics to Heavy Rain (2010) and Beyond Two Souls (2013). The concept really suits me and opens up new doors within the entertainment industry so I'm surprised that this isn't done more often.<br/><br/>Sadly if you think this is the start of something on Netflix then think again, the interactivity gimmick is part of the entire thing. I can't say more without going into spoiler territory but it's a real shame that it won't proceed from here.<br/><br/>The interactivity within Bandersnatch is at a decent frequency, not too much and not too little. The problem is that ultimately your decisions don't mean anything, at all. If you're expecting multiple story arcs you'll be sorely disappointed.<br/><br/>Which poses new questions, such as why create such a movie with this gimmick if they aren't going to fully utilize it? They had an opportunity here to do something really special and the thoroughly blew it.<br/><br/>When you take a step back however and don't focus on the interactive element what you'll find is an interesting enough feature. Starring Will Poulter it looks the part, has a solid 80's feel and soundtrack and was a great trip down memory lane for a person of my generation.<br/><br/>Reminding me oddly of The Butterfly Effect (2004) I have to say that the movie (Taking away the interactive element) isn't the most engaging tale but certainly comes together in the end and delivered what I would consider a freight train of a finale. I'm not going through it again to see if there are alternate endings, but based on what happens throughout and how ultimately choices are meaningless I'd be surprised if there is more than 1 additional.<br/><br/>Black Mirror: Bandersnatch is potential wasted and a grand scale.<br/><br/>The Good:<br/><br/>Some great writing<br/><br/>Very nostalgic<br/><br/>Solid 80's soundtrack<br/><br/>Incredible finale<br/><br/>The Bad:<br/><br/>Gets very repetitive<br/><br/>The decision based gameplay is ultimately pointless</div>]",9495224
89042938,30 December 2018,"[<div class=""text show-more__control clickable"">Well, its not exactly groundbreaking, as the concept of ""choose your own adventure"" has existed for awhile now and has been executed extremely well in the past (Telltale Game's - The Walking Dead etc...) however this movie's writing and transitions between all the different pathways are amazing.<br/><br/>Yes the movie has a central theme/idea... the idea of control and controlling your own destiny/fate yeah? However I think the magic behind this film was blending pre-established mechanics (choose your own adventure) into a very mainstream platform (cinema, Netflix... media). I think this movie serves as a benchmark for what interactive films can do.<br/><br/>For me, I can only imagine what someone like Christopher Nolan could do with this concept.<br/><br/>Perhaps one day we'll have cinemas where all audience members are handed a remote and the entire theatre collectively votes on what should/should't happen.<br/><br/>I typical single walkthrough of the program should take about 1 hour 30mins however myself and my mate sat there for about 3 hours going through each option. I suspect there's probably about 3-4 hours of footage in total here however depending on the options you choose you will not see everything until you've completed multiple runs.<br/><br/>Why are you reading this review? Go watch the damn movie!</div>]",9495224
94959512,29 December 2018,"[<div class=""text show-more__control clickable"">I've never written an IMDB review before, but the 8.7 score this programme had on here has prompted me to try and correct this artificially inflated score. I can only assume that the first few thousand scores are all put in by the makers, actors, associates etc of the film itself, because the real seserved score is way lower.<br/><br/>The idea that you can control the story at first seemed like a fun idea, and it would be if the choices you made enabled you to reach the end of the film. Because when we make a choice in life we arrive at an outcome. In this film however if you make a choice which is ""wrong"" then the film pauses and you have to go back to where you were before in the film and make the other choice for the plot to keep moving. I mean WTF? There basically is no choice, you have to eventually make the choice the film wants you to apart from stupid things like what cereal to eat and what type of music to listen to on the bus.<br/><br/>If every choice could have led to an outcome, then would this have been better? Yes, but actually the plot is slow and dull, characters are cardboard cliches and there was no suspense. The best thing about the movie was the 1980's backdrop and references, but you know a film is bad when the most exciting thing about it is when somebody references 'John Menzies' and this gets you more excited than anything else.<br/><br/>The film centres around a game trying to get a good review. Well the film could have taken a leaf out of its own book. Should have been a lot better.</div>]",9495224
70030185,29 December 2018,"[<div class=""text show-more__control"">I think Netflix wants us to believe they are the smartest people in the room with this boring story. no matter how you choose if it's not what they want it will repeat until you do what they tell you to. I sure hope this isn't bad omen for season 5.</div>]",9495224
12686465,7 January 2019,"[<div class=""text show-more__control"">If you like watching the same crap 5 times in a row until you finally select the answer they want then this is for you!<br/><br/>Seriously.. I don't think I've ever been so triggered with anything I've ever played or watched before..</div>]",9495224
10857071,31 December 2018,"[<div class=""text show-more__control"">I was forced into alternate choices around 50% of the time because mine was ""bad"" I guess? Why bother if you're going to just rewind and make the viewers choose the other one? I understand the length is short but it feels cheap and not meaningful because of the forced alternatives.</div>]",9495224
45096658,29 December 2018,"[<div class=""text show-more__control clickable"">I'm a big Black Mirror fan, that sophisticated dystopian British/Netflix series that explores the darker side of technology. So when I heard less than a week ago that Netflix was releasing a new full-length movie installment into the Black Mirror universe on December 28th, I gasped, ""It's a Christmas miracle!""<br/><br/>And when I learned that this new movie, set in 1984 and centered on a young video game designer writing the code for a new video game called Bandersnatch, would immerse the audience in the story by allowing each viewer to choose how the story unfolds for them, I was cautiously optimistic. After all, The Cave of Time was one of my favorite books as a child. Indeed, for a couple of years in the early 1980s I lived on a steady literary diet of Choose Your Own Adventure books (here is a great boxed set for your favorite 9-12 year olds ... or nostalgic forty-somethings).<br/><br/>So last night, I sat down to watch (is that the right word?) Bandersnatch.<br/><br/>The choices begin early on when we are asked to choose which cereal our hero, Stefan, will have for breakfast. Fortunately, from there the choices increase in gravitas as the program unfolds.<br/><br/>One thing is clear: Bandersnatch is essential viewing for anyone remotely interested in Black Mirror ... or anyone with a Netflix account and an hour or two to spare. (Depending on your choices the program varies significantly in length.)<br/><br/>But here's my major frustration: if the show doesn't like your choice, it eventually steers you back to the main storyline. Personally, it felt a bit like getting your knuckles rapped and as the story begins to unfold again, you realize that you have rather less control than you'd been led to believe. After about 1 1/2 hours, I found myself growing increasingly impatient. Along the way, I'd been offered a couple of opportunities to bow out to the end credits, but I wanted to persist to the real end. However, eventually, I realized that my interest in completing this dark story had been outweighed by my desire to do something else, and so finally I bowed out.<br/><br/>It was at that point that I thought back to the video game Dragon's Lair. When it came to the arcade in 1983, we were dazzled by the animation.<br/><br/>But soon, the novelty wore off as we, or at least I, realized the playability was low. Put simply, there wasn't much fun in learning how to link a series of animation sequences and calling it a game.<br/><br/>For all its innovation, I have the same feeling about Bandersnatch. There simply isn't much fun in learning how to link a series of dramatic sequences and calling it a movie.</div>]",9495224
55357788,28 December 2018,"[<div class=""text show-more__control"">Thx Netflix. Its really entertaining even when you dont like the cast or show itself. The fact that you can chose the path or destiny for the maincharacter over and over is awesome. At first i watched the movie with my wife and made the choices. When it ended we started again and my wife made them. At the end we saw two different movies and had a lot of fun. Please add more!</div>]",9495224
97010570,29 December 2018,"[<div class=""text show-more__control clickable"">New, brillant concept or total crap? This ""movie"" was an ongoing alternating loopings of mind-numbing potential variations of an adolescent story of a boy grieving the death of his mother as he strives to work on a early version of a computer game, while you are provided options to choose his actions at various points in time, including murder .
The story goes nowhere (literally), and the characters are acted out in almost two dimensional space. Until you get the inside joke (probably proposed by a not too bright 16 year old, to an even dumber group of adults - or maybe they thought it was so different that made it ""breakthrough""). For those who didn't get the ""joke"" - or pretense - the show goes on for more than 5 hours, until your frontal lobes engage and you realize you'be been had. Maybe it's an BS intelligence measure as to when you realize you have really been duped.
It was not a smartly done, ""deep"" movie; and reminded one of the more annoying parts of Donni Darko. This is not an art movie or sophisticated take on the future - it is a mindless joke on you the viewer.
Perhaps, the movie is remarkable for how it wowed so many viewers with its vapid rambling, and totally betrayed any crediability that might be given to the Black Mirror series.</div>]",9495224
67441606,29 December 2018,"[<div class=""text show-more__control"">After 15 minutes of being sent through the same loop about 3 times, because I chose not to pick the recommended answer, I was pretty much done with this.</div>]",9495224
91149560,28 December 2018,"[<div class=""text show-more__control clickable"">I was looking forward to this however I would of happily took a whole season 5 instead of this. Everyone seems impressed but I found it blunt within the first 15 minutes as I was hit with ""wrong path"" and no other option but to ""go back"" therefore forcing my story into a direction not quite my choice. I know it says in the duration of this movie that it makes ""you think you have a choice but you don't"" but you kind of do, a lot of the time except occasionally when you cut the story off (even though personally you don't have to cut it off it could still continue with the same endings that exist rather than ""go back"") it pulls you out of the universe having to rewatch the same 7 scenarios before your last choice reappears.<br/><br/>It definitely could of been executed cleaner and clearer like Far Cry 5. FC5 made you think you had a choice because it presents you with two options however if you don't decide the game ceases to exist with the third option the choice was available but not visually, you simply just had to ""do nothing"" but because of that placement it made you feel like you weren't hitting a dead end.<br/><br/>I'm not really sure what the ending was. And as far as I know I watched nearly all the alternate choices for each opportunity given. I have an idea but It just seems even when it's going in the direction the creators have yellow brick road for you its messy and somewhat confusing to then pick back up on. I understand I can't expect a lot from an interactive movie however this isn't something i can see myself enjoying if films were to roll out in future in the same format. I would rather just enjoy my film and use my hand for food rather than clicking a remote and leaving decisions to the real game makers of the world however I do honour black mirror's ambition and regardless of how I feel about this particular film it was still true to black mirrors overall aesthetic.</div>]",9495224
41271497,31 December 2018,"[<div class=""text show-more__control"">It was a neat concept, but I constantly felt (because they made me rechoose) that I was making all the wrong choices for the storyline. The ending I got was anticlimactic and the concept could have been cleaned up a bit. Try again.</div>]",9495224
35061486,30 December 2018,"[<div class=""text show-more__control"">It is hard to believe how slow and boring this is. I fell asleep the first time I watched it and when I came back to it found it just as boring but plowed through to the end. Others who are going on in their reviews have clearly never encountered choose your own adventure books (also boring) or even simple things like tossing a coin. They're going to rewatch to see all the permutations?! Good god, why? I cannot imagine anything more tedious.</div>]",9495224
79298344,31 December 2018,"[<div class=""text show-more__control"">Black Mirror is usually a very edgy, dark, dystopian look at what our own world could become. While there are elements of this in Bandersnatch, it seems the story was just thrown together in an attempt to produce a, frankly shoddy, 'new' watching experience.
Sadly, I'm reminded of the birth of 3-D cinema; film makers producing movies that were purpose made for the third dimension, but lacked substance. Bandersnatch, I'm afraid, falls into the 'all style, no subtance' bracket.</div>]",9495224
745782,1 January 2019,"[<div class=""text show-more__control"">Now I know how it feels to be caught in one of those groundhog day loops. Contrived. Drawn out. Drolls on and on and on and there's no way to skip forward that I could see. The viewer is given a gimmick of ""choice"" that keeps coming back until the novelty is so worn, it's beaten the uniqueness out of the experience. It got to the point where I was trying to figure out which choice would just get me to the end already. Unfortunately my patience wore out and I just had to abandon ship. Too bad, because I enjoy Black Mirror stories. They should have tested this one on a few audiences before release.</div>]",9495224
64798417,30 December 2018,"[<div class=""text show-more__control clickable"">I guess some props to Netflix for trying something different, but I expected more. The ""interactive"" gimmicky portions seemed great at first, but then became annoying when you make the wrong choice and are looped back to previous scenes, thus having wasted your time and start losing interest in this film, and thus making this not ""fully"" interactive, as you are pushed towards a choice. Half way through we just wanted to get to an ending - any ending. I'm not sure exactly how many different endings there are, but I hope it's much less than the useless loops that took me well into 2+ hours (of a supposedly 90 min film) of relentless re-run scenes. This film is more of a video game, and if I wanted to play a video game, I'd boot up my Xbox or PS and use a proper game controller, not a mouse on a computer screen. After the bad taste of the loops goes away, I will try to re-watch this film without the interactive portions (available only via my computers web browser and mouse clicks) and see it thru my Fire Stick (oddly, interactive options not available) to see what Charlie Brooker decided this story should simply be. Aside from the interactive portions, directing was on point and the acting adequate. Clearly I wont be commenting on the editing lol. Shocked at all the fake high reviews, it really kills the brand when it has to come to that. A 6/10 from me, mainly for Netflix's ingenuity.</div>]",9495224
35006049,28 December 2018,"[<div class=""text show-more__control"">Bit disappointing to be honest. I am a great fan of black mirror but this one just didn't do it for us like the others. Hope to see more episodes coming soon.</div>]",9495224
27504948,28 December 2018,"[<div class=""text show-more__control"">I would have prefered if this story was presented as a regular bm episode. Multiple choices seems like a good idea in theory, but it didnt contribiute to the whole experience.</div>]",9495224
14984227,29 December 2018,"[<div class=""text show-more__control"">Forces you to go one way in the end, crap story and a complete waste of time. Very poorly done. By the time it forces you to watch the same crap over again till you get the credits rolling. You'll wish you went and done something else with your time. Black mirror, you owe me a few hours back. Absolute crap, do not waste your time.</div>]",9495224
67833694,28 December 2018,"[<div class=""text show-more__control"">As expected, It was an awesome experience. Just finished watching but still not completed, if you'll watch you'll know.
I loved the iteration and sometimes you'll get stuck in a loop. It's ending depends on our choices and sometimes we can change them too. Like me and my friend both got very different ending.
Story was bit confusing , just we controlling everything. This is maybe because of our choices , watching experience varies person to person. But most importantly, it keeps on changing everytime you go to 'continue watching'.
Gives a feel of White Bear episode but this time we are in control.
Must watch.
Hats off to Netflix !!</div>]",9495224
67554301,29 December 2018,"[<div class=""text show-more__control"">Where to start,Charlie brooker and co have delivered an absolute masterpiece here,great storytelling and the interactive narrative really makes you question your own morality.The story starts with a run of the mill nerd in the 80's and progresses into something much bigger....the plot is very clever and deserves multiple viewing,the interactive stuff actually has the viewer questioning their decisions.such clever film making is scary!shout outs to everyone involved in this project.genius.</div>]",9495224
31003732,30 December 2018,"[<div class=""text show-more__control"">My girlfriend and I played it and were texting each other what we were doing. Both came out with completely different outcomes. Even the credits are brilliant</div>]",9495224
28183897,31 December 2018,"[<div class=""text show-more__control"">I always like Black Mirror but this thing was pathetic.
I could only watch it on my smart TV which makes it more like a game.
The story was so basic and disjointed.
I thoroughly dislike the concept and if the rest of the series is like this I'll give it a miss.
Really pathetic.</div>]",9495224
70836825,28 December 2018,"[<div class=""text show-more__control"">Just go and watch it!!! Absolutely blew my mind! This is definitely an interactive film worth your time. It not only delivers a brilliantly story, but it also delivers interesting thought. Go watch it now!</div>]",9495224
66953195,28 December 2018,"[<div class=""text show-more__control"">Literally the worst piece of garbage I have ever seen on Netflix, and boy, that's SOMETHING. It's just a mess. It made me laugh when it wanted to awe me, and it made me cringe when it wanted to make me laugh. None of the endings are at all satisfying and never does Bandersnatch feel like it wrapped something up. It just pauses at random places and gives you obvious choices which lead to ridiculous results.
I can't even begin to fathom how much I hated this.</div>]",9495224
49455238,28 December 2018,"[<div class=""text show-more__control"">Before watching it, i was kinda confused as to how they could have possibly made this episode. what do you mean i decide what happens???? but as i kept watching, or playing, i got more and more into it. it is mindblowing. it's so well-thought, finn's performance is out of this world, and as any other black mirror episode, it is just purely incredible.
i dont even know what to say. i am amazed.</div>]",9495224
84401982,28 December 2018,"[<div class=""text show-more__control"">Just before I start getting criticized for being a black mirror hater or that I didn't get the concept of the film just let me say I'm a massive fan of the show...but this so called interactive film is massively flawed and extremely boring.I won't spoil it anymore for viewers but i will say this-If it sends me back to talk about my mother once more I'm seriously gonna punch a hole through the TV...ABSOLUTE CRAP.</div>]",9495224
39543938,29 December 2018,"[<div class=""text show-more__control"">Slow and boring. Choices have no actual effect. It's just the same story no matter what you choose</div>]",9495224
24457732,29 December 2018,"[<div class=""text show-more__control"">I was so excited to watch this sci-fi movie, especially a black mirror edition ( huge fan ) but it turned out to be a game! Just like 'heavy rain'. if you expect to watch a good movie, dont bother to watch this one</div>]",9495224
73870619,28 December 2018,"[<div class=""text show-more__control"">This movie is so amazing,dark, and fun to watch/interact with. There are multiple endings that just leave you empty like a regular Black Mirror episode. Definitely spending more time on this.</div>]",9495224
69866079,20 January 2019,"[<div class=""text show-more__control"">Absolute unfollowable mess. Not ready for TV. Concept could be good and I hope netflix go on to produce more, but this is a poor attempt.</div>]",9495224
49184142,30 December 2018,"[<div class=""text show-more__control"">This type of interactive movie had all the potensials, but failed to deliver. The movie looked promising for about 10 minutes, with the typical Black Mirror feel and 2 smooth choice transactions. On the 3rd choice it all started to come crumbeling down when the movie decided I made the wrong choice, and I had to go back. This keeps happening throughout, and if you don't pick the ""right"" options you end up with really short storylines that contain no moral, before you again are thrown back to an earlier choice to follow another path. After jumping from one lacking line lacking of story to the next, for about 2 hours, the movie suddenly stopped without making it any clearer what the meaning, moral or purpous of the movie was.</div>]",9495224
97007434,29 December 2018,"[<div class=""text show-more__control"">Pretentious , tedious and generally annoying. Don't waste your time.</div>]",9495224
55987822,30 December 2018,"[<div class=""text show-more__control"">Sad to see negative reviews dragging this down! Granted it's not perfect but it's going to be the bench mark for any such show/film going forward and people picking it apart due to looping back and some of the choices not really being choices are the same type of people that would probably complain that the first colour TV was not colourful enough!</div>]",9495224
91347028,28 December 2018,"[<div class=""text show-more__control"">This is totally mind-blowing. How could they even think about something like this? Hats off to Netflix and black mirror. This is the future</div>]",9495224
18426937,31 December 2018,"[<div class=""text show-more__control"">Had high hope in this but it fails in every possible way (apart from the fact that it's in ultra HD). A classic example of when you try to be different and out of the box, but had gone completely out of the line so that it makes no sense to be actually relevant. It tries to do something clever but fails to deliver a reasonable experience to the audience. If you are looking for a good story, forget about this ""movie"", if you can call it a movie at all.</div>]",9495224
51667830,29 December 2018,"[<div class=""text show-more__control"">I liked the idea of multiple choices but I think it's boring 💤
I couldn't even continue watching it</div>]",9495224
89962875,28 December 2018,"[<div class=""text show-more__control"">This is not innovative and new. I see that Black Mirror producer understood that they can't do the same stuff over and over again only in a different package (One whole season too late btw.) but this is not something groundbreaking? We've seen it before in Tell Tale Games like Life is Strange or Until Dawn and the Butterfly Effect idea is not staged in a fresh way.
I enjoyed the time of this interactive movie but in the end it left me kind of indifferent without really caring for the characters.
And i really believe that this momentum of selfreflection where the viewer should be ashamed of the voyouristic controlling of the story could have been presented in a more darker and harder hitting way.</div>]",9495224
24339716,29 December 2018,"[<div class=""text show-more__control"">1. Average story. And they take too long to introduce the concept into the movie. Even after introduction, they don't develop it properly.<br/><br/>2. Average acting by the lead actor, and subpar acting by everyone else.<br/><br/>3. Terrible choice of music throughout. There's a sense of 'hurry' induced by the music even when not necessary.<br/><br/>4. Cinematography is average.<br/><br/>Overall, this is a subpar movie and I have no idea how people are rating this anything more than 3 stars.</div>]",9495224
22186567,29 December 2018,"[<div class=""text show-more__control"">It is a gimmick, but it relates to the story so it kinda fits. But your choices certainly do not matter much.<br/><br/>I didn't want a psychological mind game telling me I have no control over my choices...I wanted a real choose your own adventure..WHy is it never done right. I wanted my choices to add up and change the story. Instead I get a big middle finger. Here, it just does not matter at all what you choose. And it was short, very short...and pointless.</div>]",9495224
56707931,29 December 2018,"[<div class=""text show-more__control"">I felt as though I watched the same scenes over and over. Very annoying. Genuinely ruined my evening</div>]",9495224
